dep-left-nsubjpass-deps,dep-left-:-tags,dep-left-jjr-tags,dep-right-nnps-tags,concatenated-types,dep-right-advmod-deps,dep-right-appos-deps,dep-left-conj-deps,dep-right-punct-deps,dep-right-nsubjpass-deps,dep-right-dobj-deps,dep-right-advcl-deps,dep-right-rb-tags,dep-right-nn-tags,head-tag,dep-left-dist,dep-left-acomp-deps,dep-right-csubj-deps,dep-left-nnps-tags,dep-right-vbg-tags,dep-left-csubj-deps,dep-left-jjs-tags,dep-left-dative-deps,dep-left-attr-deps,dep-left-advmod-deps,dep-right-vbd-tags,dep-right-:-tags,dep-right-pobj-deps,dep-right-vbn-tags,dep-left-pobj-deps,"dep-left-,-tags",dep-left-poss-deps,dep-left-nsubj-deps,dep-left-prep-deps,dep-left-relcl-deps,dep-right-''-tags,dep-left-ccomp-deps,dep-right-dep-deps,dep-left-punct-deps,dep-left-vbz-tags,ent1-dep,dep-right-vb-tags,dep-left-npadvmod-deps,dep-right-vbz-tags,dep-dist,dep-right-ccomp-deps,dep-left-jj-tags,dep-right-parataxis-deps,dep-right-oprd-deps,"dep-right-,-tags",dep-left-prp-tags,dep-right-md-tags,dep-left-pcomp-deps,dep-right-jj-tags,dep-right-dt-tags,dep-right-agent-deps,ent2-dep,dep-right-xcomp-deps,dep-right-dist,dep-right-npadvmod-deps,dep-left-rb-tags,dep-left-nn-tags,ent2-type,dep-left-det-deps,dep-left-dep-deps,dep-right-nnp-tags,id,dep-left-vbp-tags,dep-right-``-tags,dep-left-vbn-tags,dep-right-pcomp-deps,dep-left-vbg-tags,dep-right-acomp-deps,dep-right-jjs-tags,dep-right-relcl-deps,dep-left-compound-deps,dep-right-poss-deps,dep-left-parataxis-deps,dep-right-in-tags,dep-right-acl-deps,dep-right-nns-tags,dep-right-cd-tags,dep-left-advcl-deps,dep-left-cd-tags,label,dep-left-``-tags,dep-right-attr-deps,dep-right-conj-deps,dep-left-dt-tags,dep-left-xcomp-deps,dep-left-nns-tags,dep-right-nsubj-deps,dep-left-in-tags,dep-left-intj-deps,dep-right-prep-deps,dep-left-oprd-deps,dep-left-amod-deps,dep-left-appos-deps,ent1,dep-right-det-deps,dep-left-vbd-tags,dep-right-nummod-deps,ent2,dep-left-dobj-deps,dep-right-nmod-deps,dep-left-vb-tags,dep-right-compound-deps,dep-right-vbp-tags,dep-left-nnp-tags,sent,dep-left-acl-deps,ent1-type,dep-right-intj-deps,dep-left-agent-deps,dep-left-md-tags,dep-left-nmod-deps 
,,,,PERSONPERSON,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,2,,,,,,,,,,,,appos,,0,,,,PERSON,,,,1483,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Tucker,,,,Benjamin,,,,,,1,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONPERSON,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,ROOT,,1,,,,PERSON,,,1,1483,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Benjamin,,,,Tucker,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,npadvmod,,,,,,PERSON,,,,1483,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Tucker,,,,Corinne,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,npadvmod,,,,,,,,,,,,,,,,ROOT,,,,,,PERSON,,,,1483,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Corinne,,,,Tucker,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,pobj,,,,,,FAC,,,,1483,,,,,,,,,,,,,,,,,,LIV,,,,,,,,,,,,,,Tucker,,,,the Naval Observatory,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,pobj,,,,,,GPE,,,,1483,,,,,,,,,,,,,,,,,,LIV,,,,,,,,,,,,,,Tucker,,,,Washington,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,,,,,,,,,,,,,npadvmod,,,,,,PERSON,,,,1483,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Benjamin,,,,Corinne,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,npadvmod,,,,,,,,,,,,,,,,appos,,,,,,PERSON,,,,1483,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Corinne,,,,Benjamin,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,,,,,,,,,,,,,pobj,,,,,,FAC,,,,1483,,,,,,,,,,,,,,,,,,LIV,,,,,,,,,,,,,,Benjamin,,,,the Naval Observatory,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,,,,,,,,,,,,,pobj,,,,,,GPE,,,,1483,,,,,,,,,,,,,,,,,,LIV,,,,,,,,,,,,,,Benjamin,,,,Washington,,,,,,,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONFAC,,,,,,,,,,VERB,9,,,,,,,,,,,,,,4,,,,4,1,,,,,1,npadvmod,,,,11,,,,,,,,,,,,pobj,,1,1,,2,FAC,,,1,1483,,,,,,,,,,,,,,,,,,LIV,,,,,,1,,4,,,,,,Corinne,,,,the Naval Observatory,,,,,,1,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,11,,,,,,,,,,,,,,5,,,,5,1,,,,,1,npadvmod,,,,13,,,,,,,,,,,,pobj,,1,1,,2,GPE,,,1,1483,,,,,,,,,,,,,,,,,,LIV,,,,,,1,,5,,,,,,Corinne,,,,Washington,,,,,,2,"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,0,,,1,ORG,,,,1496,,,,,,,,,,,,,,,,,,WRK,,,,,,,,1,,,,,1,Epps,,,,Epps Aviation,,,,,,1,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,PERSON,,,,
,,,,PERSONFAC,,,,,,,,,,PROPN,5,,,,,,,,,,,,,,2,,,,2,,,,,,,nsubj,,,,6,,,,,,,,,,,,pobj,,0,,,1,FAC,,,,1496,,,,,,,,,,,,,,,,,,NON,,,,,,,,2,,,,,1,Epps,,,,DeKalb Peachtree Airport,,,,,,2,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,PERSON,,,,
,,,,ORGFAC,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,3,,,,,,,,,,,,pobj,,0,,,,FAC,,,,1496,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Epps Aviation,,,,DeKalb Peachtree Airport,,,,,,1,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,ORG,,,,
,,,,DATEORG,,,,,,,,,,PROPN,0,,,,,,,,,,1,,2,,,,,,,,,,,,,pobj,,,,6,,,,,,,,,,,,pobj,,5,,,,ORG,,,2,1496,,,,,,,,1,,,,2,,,,,,NON,,,,,,,,,,2,,,,Monday,,,,Epps Aviation,,,,,,,"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",,DATE,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,3,,,,,,,,,,,,compound,,0,,,1,GPE,,,,1500,,,,,,,,,1,,,,,,,,,LIV,,,,,,,,,,,,,1,Richard Taylor,,,,Atlanta,,,,,,1,"` ` We were there six days unsupported , ' ' said society co-leader Richard Taylor , an Atlanta architect.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,3,,,,,,,,,,,,compound,,0,,,1,GPE,,,,1501,,,,,,,,,2,,,,,,,,,LIV,,,,,,,,,,,,,,Neil Estes,,,,Atlanta,,,,,,1,"` ` We 'd play hearts for hours at a time , ' ' said Atlanta businessman Neil Estes.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,VERB,1,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,3,,,,,,,,,,,,dobj,,1,,,,PERSON,,,1,1505,,,,,,,,,,,,,,,,,,NON,,,,,,,1,,,,,,,Epps,,,,Norman Vaughan,1,,,,,1,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,1,,,,VERB,1,,,,,,,,,,,,,,,,,1,,,,,,,,dobj,,,,3,,,,,,,,,,,,nsubj,,1,,,,PERSON,,,1,1505,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Norman Vaughan,,,,Epps,,,,,,1,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,5,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,1505,,,,,,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,,Epps,,,,Trapper Creek,1,,,,,2,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,4,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,1,,6,,,,,,,,,,,,npadvmod,,1,,,,GPE,,,1,1505,,,,,,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,,Epps,,,,Alaska,1,,,,,3,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1505,,,,,,,,,,,,,,,,,,LIV,,,,,,,,1,,,,,,Norman Vaughan,,,,Trapper Creek,,,,,,1,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,1,,4,,,,,,,,,,,,npadvmod,,0,,,,GPE,,,,1505,,,,,,,,,,,,,,,,,,LIV,,,,,,,,1,,,,,,Norman Vaughan,,,,Alaska,,,,,,2,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,1,,2,,,,,,,,,,,,npadvmod,,0,,,,GPE,,,,1505,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Trapper Creek,,,,Alaska,,,,,,1,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,npadvmod,,,,2,,,,,,,,,,,,pobj,,1,1,,,GPE,,,1,1505,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Alaska,,,,Trapper Creek,,,,,,,"Epps credited Norman Vaughan , 83 , of Trapper Creek , Alaska , the last man to see the planes , with keeping the expedition 's hopes alive.",,GPE,,,,
,,,,GPENORP,,,,,,,,,,AUX,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,2,,,8,2,1,,,,,,,,,,amod,,4,,,1,NORP,,,1,1523,,,,,,,,,,,,,,,,,,NON,,,1,,,,1,1,,,,1,,the United States,,,,Israeli,,,,,1,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,PERSONNORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,amod,,,,,,NORP,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Say,,,,Israeli,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,PERSON,,,,
,,,,GPENORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,amod,,,,,,NORP,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Cadiz,,,,Israeli,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,GPENORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,amod,,,,,,NORP,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Kentucky,,,,Israeli,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,nsubj,,,,,,GPE,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Say,,,,the United States,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,pobj,,,,,,GPE,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,the United States,,,,Cadiz,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,nsubj,,,,,,GPE,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Cadiz,,,,the United States,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,pobj,,,,,,GPE,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,the United States,,,,Kentucky,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,nsubj,,,,,,GPE,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Kentucky,,,,the United States,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,6,,,,,,,,,,,,,,3,,,,3,,,,,,,nsubj,,,,8,,,,,,,,,,,,pobj,,1,,,2,GPE,,,1,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,1,3,,,,,,Say,,,,Cadiz,,,,,,1,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,8,,,,,,,,,,,,,,4,,,,4,,,,,,,nsubj,,,,10,,,,,,,,,,,,pobj,,1,,,2,GPE,,,1,1523,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,4,,,,,,Say,,,,Kentucky,,,,,,2,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,1523,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Cadiz,,,,Kentucky,,,,,,1,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,0,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,3,,,,,,,,,,,,pobj,,2,,,,GPE,,,1,1523,,,,,,,,,,,,1,,,,,,NON,,,,,,,,,,1,,,,Kentucky,,,,Cadiz,,,,,,,"` ` What we have witnessed , in the Israeli retaliation in kind for the kidnapping of their people , -LRB- is -RRB- that violence truly does beget violence and that I hope the United States will use this opportunity for reconciliation rather than retaliation , ' ' Mrs. Say said in an interview from her home near Cadiz in western Kentucky.",,GPE,,,,
,,,,PERSONPERSON,,,,,,,,,,NOUN,1,,,,,,,,,,,,,,,,,,,,,,,,,poss,,,,3,,,,,,,,,,,,appos,,1,,,,PERSON,,,1,1524,,,,,,,,,,1,,,,,,,,NON,,,,,,,,,,,,,1,Higgins,,,,Mary Fisher,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONPERSON,,1,,,,,,,,NOUN,1,,,,,,,,,,,,,,,,1,,,,,,,,,appos,,,,3,,,,,,,,,,,,poss,,1,,,,PERSON,,,1,1524,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Mary Fisher,,,,Higgins,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,1,VERB,5,,,,,,,,,,,,,,2,,,,2,,,,,,,poss,,,,8,,,,,,,,,,,,compound,,2,,,2,GPE,,,1,1524,,,,,,,,,1,1,,,,,,,,NON,,,,,,,1,2,,,,,,Higgins,,,,Louisville,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,1,VERB,6,,,,,,,,,,,,,,3,,,,3,,,,,,,poss,,,,9,,,,,,,,,,,,pobj,,2,,,2,GPE,,,1,1524,,,,,,,,,,1,,,,,,,,NON,,,,,,,1,3,,,,,,Higgins,,,,Okolona,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,1,VERB,3,,,,,,,,,,,,,,,,,1,,,,2,,,,poss,,,,6,,,,,,,,,,,,nsubj,,2,,,,PERSON,,,1,1524,,,,,,,,,,1,,,,,,,,NON,,,,,,,1,,,,,,,Higgins,,2,,Higgins,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,VERB,2,,,,,,,,,,2,,,,,,1,1,,,,,,,,nsubj,,,,6,2,,,,,,,,,,,poss,,3,,,1,PERSON,,,1,1524,,,,,,,,,,,,,,,,,,NON,,,,,,,1,,,,,,,Higgins,,,,Higgins,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONGPE,,1,,,,,,,1,VERB,5,,,,,,,,,,,,,,2,,,,2,,,,,,,appos,,,,8,,,,,,,,,,,,compound,,2,,,2,GPE,,,1,1524,,,,,,,,,1,,,,,,,,,LIV,,,,,,,1,2,,,,,,Mary Fisher,,,,Louisville,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONGPE,,1,,,,,,,1,VERB,6,,,,,,,,,,,,,,3,,,,3,,,,,,,appos,,,,9,,,,,,,,,,,,pobj,,2,,,2,GPE,,,1,1524,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,3,,,,,,Mary Fisher,,,,Okolona,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONPERSON,,1,,,,,,,1,VERB,3,,,,,,,,,,,,,,,,,1,,,,2,,,,appos,,,,6,,,,,,,,,,,,nsubj,,2,,,,PERSON,,,1,1524,,,,,,,,,,,,,,,,,,NON,,,,,,,1,,,,,,,Mary Fisher,,2,,Higgins,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,VERB,2,,,,,,,,,,2,,,,,,,1,,,,,,,,nsubj,,,,6,2,,,,,,,,,,,appos,,3,,,1,PERSON,,,1,1524,,,,,,,,,,,,,,,,,,NON,,,,,,,1,,,,,,1,Higgins,,,,Mary Fisher,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,NOUN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,compound,,,,4,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,1524,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Louisville,,,,Okolona,,,,1,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,NOUN,1,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,4,,,,,,,,,,,,compound,,2,,,,GPE,,,1,1524,,,,,,,,,1,,,1,,,,,,NON,,,,,,,,,,1,,,,Okolona,,,,Louisville,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,5,,,,,,,,,,2,,,,2,,,,2,,,,,,,nsubj,,,,9,2,,,,,,,,,,,compound,,3,,,2,GPE,,,1,1524,,,,,,,,,1,,,,,,,,,NON,,,,,,,1,2,,,,,,Higgins,,,,Louisville,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,VERB,6,,,,,,,,,,2,,,,3,,,,3,,,,,,,nsubj,,,,10,2,,,,,,,,,,,pobj,,3,,,2,GPE,,,1,1524,,,,,,,,,,,,,,,,,,NON,,,,,,,1,3,,,,,,Higgins,,,,Okolona,,,,,,1,"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",,PERSON,,,,
