dep-left-xcomp-deps,dep-right-vbp-tags,dep-left-md-tags,dep-right-jjs-tags,dep-left-conj-deps,ent2,dep-right-vb-tags,dep-left-vb-tags,dep-left-dep-deps,dep-left-relcl-deps,dep-left-cd-tags,ent1-type,dep-left-det-deps,dep-right-vbz-tags,dep-left-vbd-tags,dep-left-parataxis-deps,label,dep-right-punct-deps,dep-left-npadvmod-deps,dep-left-compound-deps,dep-right-agent-deps,dep-right-intj-deps,dep-left-pobj-deps,dep-dist,head-tag,dep-left-dist,dep-left-vbg-tags,ent1-dep,dep-right-rb-tags,dep-left-nsubjpass-deps,dep-left-``-tags,dep-right-appos-deps,dep-right-npadvmod-deps,dep-right-oprd-deps,dep-right-xcomp-deps,dep-right-nns-tags,dep-right-''-tags,dep-right-vbg-tags,dep-right-nmod-deps,dep-right-nnp-tags,dep-left-dt-tags,dep-right-det-deps,dep-left-acl-deps,dep-right-prep-deps,dep-right-conj-deps,dep-left-vbn-tags,dep-right-nsubjpass-deps,dep-right-poss-deps,dep-right-advmod-deps,dep-right-advcl-deps,dep-left-jjs-tags,dep-left-poss-deps,dep-left-nnps-tags,dep-left-pcomp-deps,dep-right-md-tags,dep-left-nnp-tags,dep-right-cd-tags,dep-right-dt-tags,sent,dep-right-in-tags,dep-left-attr-deps,dep-left-advcl-deps,dep-left-jj-tags,dep-left-amod-deps,dep-left-nsubj-deps,dep-right-acomp-deps,ent2-type,dep-left-:-tags,dep-right-ccomp-deps,dep-right-dep-deps,dep-left-vbz-tags,dep-left-prp-tags,dep-right-attr-deps,dep-right-jj-tags,dep-right-nn-tags,dep-right-vbd-tags,dep-left-dative-deps,concatenated-types,dep-left-csubj-deps,dep-left-rb-tags,dep-left-acomp-deps,"dep-left-,-tags",dep-right-dobj-deps,dep-left-dobj-deps,dep-left-intj-deps,dep-left-appos-deps,dep-right-nummod-deps,dep-right-relcl-deps,dep-right-nnps-tags,dep-right-pobj-deps,dep-left-ccomp-deps,dep-left-vbp-tags,ent1,dep-left-in-tags,"dep-right-,-tags",dep-left-jjr-tags,dep-left-prep-deps,dep-right-vbn-tags,dep-right-:-tags,dep-right-parataxis-deps,ent2-dep,dep-left-agent-deps,dep-right-dist,dep-right-csubj-deps,dep-right-``-tags,dep-right-nsubj-deps,dep-left-oprd-deps,dep-left-advmod-deps,dep-right-pcomp-deps,dep-left-nmod-deps,id,dep-left-nn-tags,dep-left-nns-tags,dep-right-compound-deps,dep-right-acl-deps,dep-left-punct-deps 
,,,,,Higgins,,1,,,,PERSON,,,,,NON,,,,,,,8,VERB,3,,pobj,,,,,1,,,,,,,1,,,1,1,1,,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,2,,,,,,1,,,Higgins,,,,,1,,,dobj,,4,,,,,,,,1417,1,,,,
,,,,2,American,1,,,,,PERSON,,,,,NON,,,1,,,1,11,VERB,7,,dobj,,1,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,1,1,,,NORP,,,,,,,,1,,,PERSONNORP,,,,,2,,,,,,,,,,Higgins,1,,,1,,,,amod,,3,,,,,,,,1417,2,,,1,
,,,,2,Higgins,1,,,,,PERSON,,,,,NON,,,,,,1,9,VERB,5,,dobj,,1,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,2,,,,,,,,,,Higgins,1,,,1,,,,pobj,,3,,,,,,,,1417,1,,,1,
,,,,,Higgins,,1,,,,PERSON,,,,,NON,,,,,,,9,VERB,3,,pobj,,,,,,,,,,,,1,,,1,1,2,,1,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,2,,,,,,1,,,Higgins,,,,,2,,,dobj,,5,,,,,,,,1417,1,,,,
,,,,,Zul Hijja,,,,,,PERSON,,,,,NON,,,,,,,,,,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Higgins,,,,,,,,ROOT,,,,,,,,,,1417,,,,,
,,,,,Higgins,,,,,,PERSON,,,,,NON,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Zul Hijja,,,,,,,,dobj,,,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,PERSON,,,,,NON,,,,,,,,,,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Higgins,,,,,,,,appos,,,,,,,,,,1417,,,,,
,,,,,Higgins,,,,,,PERSON,,,,,NON,,1,,,,1,5,VERB,3,,nsubjpass,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Abdul Karim Obeid,1,,,1,,,,pobj,,1,,,,,,,,1417,1,,,,
,,,,,Abdul Karim Obeid,,,,,,PERSON,,,,,NON,,,,,,,5,VERB,1,,pobj,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,,,,,,,1,,,Higgins,,,,,,,,nsubjpass,,3,,,,,,,,1417,,,,,
,,,,1,American,,,,,,PERSON,,,,,NON,,,1,,,1,8,VERB,6,,nsubjpass,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,1,1,,,NORP,,,,,,,,,,,PERSONNORP,,,,,,,,,,,,,,,Abdul Karim Obeid,1,,,1,,,,amod,,1,,,,,,,,1417,2,,,,
,,,,1,Higgins,,,,,,PERSON,,,,,NON,,,,,,1,6,VERB,4,,nsubjpass,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Abdul Karim Obeid,1,,,1,,,,pobj,,1,,,,,,,,1417,1,,,,
,,,,,Abdul Karim Obeid,,,,,,PERSON,,,,,NON,,,,,,,6,VERB,1,,pobj,,1,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,,,,,,,1,,,Higgins,,,,,1,,,nsubjpass,,4,,,,,,,,1417,,,,,
,,,,,Zul Hijja,,,,,,PERSON,,,,,NON,,,,,,,,,,,nsubjpass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Abdul Karim Obeid,,,,,,,,ROOT,,,,,,,,,,1417,,,,,
,,,,,Abdul Karim Obeid,,,,,,PERSON,,,,,NON,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Zul Hijja,,,,,,,,nsubjpass,,,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,PERSON,,,,,NON,,,,,,,,,,,nsubjpass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Abdul Karim Obeid,,,,,,,,appos,,,,,,,,,,1417,,,,,
,,,,1,American,,,,,,PERSON,,,,,NON,,,1,,,1,10,VERB,6,,pobj,,1,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,1,1,,,NORP,,,,,,,,1,,,PERSONNORP,,,,,,,,,,,,1,,,Higgins,1,,,1,,,,amod,,3,,,,,,,,1417,2,,,,
,,,,1,Higgins,,,,,,PERSON,,,,,NON,,,,,,1,8,VERB,4,,pobj,,1,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,,,,,,,1,,,Higgins,1,,,1,,,,pobj,,3,,,,,,,,1417,1,,,,
,,,,,Higgins,,,,,,PERSON,,,,,NON,,1,,,,1,8,VERB,3,,pobj,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,,,,,,,1,,,Higgins,1,,,1,1,,,pobj,,4,,,,,,,,1417,1,,,,
,,,,,Zul Hijja,,,,,,PERSON,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Higgins,,,,,,,,ROOT,,,,,,,,,,1417,,,,,
,,,,,Higgins,,,,,,PERSON,,,,,NON,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Zul Hijja,,,,,,,,pobj,,,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,PERSON,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Higgins,,,,,,,,appos,,,,,,,,,,1417,,,,,
,,,,,American,,,,,,PERSON,,,,,NON,,,1,,,,3,PROPN,2,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,1,1,,,NORP,,,,,,,,,,,PERSONNORP,,,,,,,,,,,,,,,Higgins,,,,,,,,amod,,0,,,,,,,,1417,1,,,,
,,,,,American,,,,,,PERSON,,,,,NON,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,NORP,,,,,,,,,,,PERSONNORP,,,,,,,,,,,,,,,Zul Hijja,,,,,,,,amod,,,,,,,,,,1417,,,,,
,,,,,American,,,,,,ORG,,,,,NON,,,,,,,,,,,appos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,NORP,,,,,,,,,,,ORGNORP,,,,,,,,,,,,,,,Hegira,,,,,,,,amod,,,,,,,,,,1417,,,,,
,,,,,Zul Hijja,,,,,,PERSON,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Higgins,,,,,,,,ROOT,,,,,,,,,,1417,,,,,
,,,,,Higgins,,,,,,PERSON,,,,,NON,,,,,,,,,,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Zul Hijja,,,,,,,,pobj,,,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,PERSON,,,,,NON,,,,,,,,,,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Higgins,,,,,,,,appos,,,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,DATE,,,,,NON,,,,,,,,,,,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,Monday,,,,,,,,appos,,,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,PERSON,,,,,NON,,,,,,,2,PROPN,1,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,Zul Hijja,,,,,,,,appos,,0,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,DATE,,1,,,NON,,,,,,,5,PROPN,1,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",1,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,1,,1,,1,,,"July 31 , 1989 A.D.",,,,,,,,appos,,3,,,,,,,,1417,,,,,
,,,,,Hegira,,,,,,DATE,,,,,NON,,,,,,,,,,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In the name of God , the Merciful , the Compassionate , Since criminal America and the Zionist enemy did not take our decision to execute American spy Higgins seriously , and since Sheik Abdul Karim Obeid and his two brethren were not freed by the specified deadline out of disdain for our ultimatum , the life of Higgins and our sacred sanctities , and to implement God 's just will , the execution of American spy Higgins has been carried out by hanging at 3 p.m. this Monday afternoon 28 Zul Hijja , 1409 Hegira , which coincides with July 31 , 1989 A.D. He will be an example for those who fear the day of reckoning.",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,the day,,,,,,,,appos,,,,,,,,,,1417,,,,,
,,,,,Cameron Parish -LRB- county,,,,,,GPE,,,,,NON,,,,,,,2,NOUN,0,,poss,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,"In southwest Louisiana 's Cameron Parish -LRB- county -RRB- , civil defense director Hayes Picou about 8 , 500 of the low-lying parish 's 10 , 000 residents had evacuated the southern coast , most to stay with friends or relatives.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Louisiana,,,,,,,,nmod,,1,,,,,,,,1434,,,,,
,,,,,Louisiana,,,,,,GPE,,,,,NON,,,,,,,2,NOUN,1,,nmod,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,"In southwest Louisiana 's Cameron Parish -LRB- county -RRB- , civil defense director Hayes Picou about 8 , 500 of the low-lying parish 's 10 , 000 residents had evacuated the southern coast , most to stay with friends or relatives.",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Cameron Parish -LRB- county,,,,,,,,poss,,0,,,,,,,,1434,,,,,
,,,,,Louisiana,,,,,,PERSON,,,,,LIV,,,,,,,3,PROPN,2,,pobj,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,"In southwest Louisiana 's Cameron Parish -LRB- county -RRB- , civil defense director Hayes Picou about 8 , 500 of the low-lying parish 's 10 , 000 residents had evacuated the southern coast , most to stay with friends or relatives.",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Hayes Picou,,,,,,,,poss,,0,,,,,,,1,1434,1,,,,
